"display_name","first_name","id","last_name","party","state"
"Feinstein (D-CA)","Dianne","S221","Feinstein","D","CA"
"Rockefeller (D-WV)","Jay","S176","Rockefeller","D","WV"
"Webb (D-VA)","James","S315","Webb","D","VA"
"Akaka (D-HI)","Daniel","S213","Akaka","D","HI"
"Alexander (R-TN)","Lamar","S289","Alexander","R","TN"
"Ayotte (R-NH)","Kelly","S340","Ayotte","R","NH"
"Barrasso (R-WY)","John","S317","Barrasso","R","WY"
"Baucus (D-MT)","Max","S127","Baucus","D","MT"
"Begich (D-AK)","Mark","S319","Begich","D","AK"
"Bennet (D-CO)","Michael","S330","Bennet","D","CO"
"Bingaman (D-NM)","Jeff","S167","Bingaman","D","NM"
"Blumenthal (D-CT)","Richard","S341","Blumenthal","D","CT"
"Blunt (R-MO)","Roy","S342","Blunt","R","MO"
"Boozman (R-AR)","John","S343","Boozman","R","AR"
"Boxer (D-CA)","Barbara","S223","Boxer","D","CA"
"Brown (D-OH)","Sherrod","S307","Brown","D","OH"
"Brown (R-MA)","Scott","S335","Brown","R","MA"
"Burr (R-NC)","Richard","S300","Burr","R","NC"
"Cantwell (D-WA)","Maria","S275","Cantwell","D","WA"
"Cardin (D-MD)","Benjamin","S308","Cardin","D","MD"
"Carper (D-DE)","Thomas","S277","Carper","D","DE"
"Casey (D-PA)","Bob","S309","Casey","D","PA"
"Chambliss (R-GA)","Saxby","S290","Chambliss","R","GA"
"Coats (R-IN)","Dan","S212","Coats","R","IN"
"Coburn (R-OK)","Tom","S301","Coburn","R","OK"
"Cochran (R-MS)","Thad","S136","Cochran","R","MS"
"Collins (R-ME)","Susan","S252","Collins","R","ME"
"Conrad (D-ND)","Kent","S201","Conrad","D","ND"
"Coons (D-DE)","Christopher","S337","Coons","D","DE"
"Corker (R-TN)","Bob","S310","Corker","R","TN"
"Cornyn (R-TX)","John","S287","Cornyn","R","TX"
"Crapo (R-ID)","Mike","S266","Crapo","R","ID"
"DeMint (R-SC)","James","S302","DeMint","R","SC"
"Durbin (D-IL)","Richard","S253","Durbin","D","IL"
"Ensign (R-NV)","John","S281","Ensign","R","NV"
"Enzi (R-WY)","Michael","S254","Enzi","R","WY"
"Franken (D-MN)","Al","S332","Franken","D","MN"
"Gillibrand (D-NY)","Kirsten","S331","Gillibrand","D","NY"
"Graham (R-SC)","Lindsey","S293","Graham","R","SC"
"Grassley (R-IA)","Chuck","S153","Grassley","R","IA"
"Hagan (D-NC)","Kay","S320","Hagan","D","NC"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Hoeven (R-ND)","John","S344","Hoeven","R","ND"
"Hutchison (R-TX)","Kay","S235","Hutchison","R","TX"
"Inhofe (R-OK)","Jim","S236","Inhofe","R","OK"
"Inouye (D-HI)","Daniel","S051","Inouye","D","HI"
"Isakson (R-GA)","Johnny","S305","Isakson","R","GA"
"Johanns (R-NE)","Mike","S321","Johanns","R","NE"
