"display_name","first_name","id","last_name","party","state"
"Bingaman (D-NM)","Jeff","S167","Bingaman","D","NM"
"Boxer (D-CA)","Barbara","S223","Boxer","D","CA"
"Bryan (D-NV)","Richard","S206","Bryan","D","NV"
"Bumpers (D-AR)","Dale","S014","Bumpers","D","AR"
"Feingold (D-WI)","Russell","S230","Feingold","D","WI"
"Graham (D-FL)","Bob","S199","Graham","D","FL"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Kennedy (D-MA)","Edward","S055","Kennedy","D","MA"
"Kerrey (D-NE)","J.","S208","Kerrey","D","NE"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Lieberman (D-CT)","Joseph","S210","Lieberman","D","CT"
"Moseley-Braun (D-IL)","Carol","S226","Moseley-Braun","D","IL"
"Pell (D-RI)","Claiborne","S078","Pell","D","RI"
"Pryor (D-AR)","David","S125","Pryor","D","AR"
"Robb (D-VA)","Charles","S207","Robb","D","VA"
"Sarbanes (D-MD)","Paul","S106","Sarbanes","D","MD"
"Simon (D-IL)","Paul","S175","Simon","D","IL"
"Wellstone (D-MN)","Paul","S217","Wellstone","D","MN"
"Campbell (D-CO)","Ben","S225","Campbell","D","CO"
"Hollings (D-SC)","Ernest","S047","Hollings","D","SC"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Nunn (D-GA)","Sam","S074","Nunn","D","GA"
"Rockefeller (D-WV)","John","S176","Rockefeller","D","WV"
"Abraham (R-MI)","Spencer","S238","Abraham","R","MI"
"Akaka (D-HI)","Daniel","S213","Akaka","D","HI"
"Ashcroft (R-MO)","John","S239","Ashcroft","R","MO"
"Baucus (D-MT)","Max","S127","Baucus","D","MT"
"Bennett (R-UT)","Robert","S231","Bennett","R","UT"
"Biden (D-DE)","Joseph","S010","Biden","D","DE"
"Bond (R-MO)","Christopher","S200","Bond","R","MO"
"Bradley (D-NJ)","Bill","S132","Bradley","D","NJ"
"Breaux (D-LA)","John","S179","Breaux","D","LA"
"Brown (R-CO)","Hank","S214","Brown","R","CO"
"Burns (R-MT)","Conrad","S211","Burns","R","MT"
"Byrd (D-WV)","Robert","S017","Byrd","D","WV"
"Chafee (R-RI)","John","S116","Chafee","R","RI"
"Coats (R-IN)","Dan","S212","Coats","R","IN"
"Cochran (R-MS)","Thad","S136","Cochran","R","MS"
"Cohen (R-ME)","William","S137","Cohen","R","ME"
"Conrad (D-ND)","Kent","S201","Conrad","D","ND"
"Coverdell (R-GA)","Paul","S228","Coverdell","R","GA"
"Craig (R-ID)","Larry","S215","Craig","R","ID"
"D'Amato (R-NY)","Alfonse","S147","D'Amato","R","NY"
"Daschle (D-SD)","Thomas","S185","Daschle","D","SD"
"DeWine (R-OH)","Mike","S240","DeWine","R","OH"
"Dodd (D-CT)","Christopher","S150","Dodd","D","CT"
"Dole (R-KS)","Bob","S026","Dole","R","KS"
"Domenici (R-NM)","Pete","S027","Domenici","R","NM"
"Dorgan (D-ND)","Byron","S222","Dorgan","D","ND"
"Exon (D-NE)","J.","S129","Exon","D","NE"
"Faircloth (R-NC)","Lauch","S227","Faircloth","R","NC"
"Feinstein (D-CA)","Dianne","S221","Feinstein","D","CA"
"Ford (D-KY)","Wendell","S033","Ford","D","KY"
"Frist (R-TN)","Bill","S241","Frist","R","TN"
"Glenn (D-OH)","John","S035","Glenn","D","OH"
"Gorton (R-WA)","Slade","S152","Gorton","R","WA"
"Gramm (R-TX)","Phil","S171","Gramm","R","TX"
"Grams (R-MN)","Rod","S242","Grams","R","MN"
"Grassley (R-IA)","Chuck","S153","Grassley","R","IA"
"Gregg (R-NH)","Judd","S224","Gregg","R","NH"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Hatfield (R-OR)","Mark","S044","Hatfield","R","OR"
"Heflin (D-AL)","Howell","S130","Heflin","D","AL"
"Helms (R-NC)","Jesse","S046","Helms","R","NC"
"Hutchison (R-TX)","Kay","S235","Hutchison","R","TX"
"Inhofe (R-OK)","James","S236","Inhofe","R","OK"
"Inouye (D-HI)","Daniel","S051","Inouye","D","HI"
"Jeffords (R-VT)","James","S204","Jeffords","R","VT"
"Johnston (D-LA)","J.","S054","Johnston","D","LA"
"Kassebaum (R-KS)","Nancy","S140","Kassebaum","R","KS"
"Kempthorne (R-ID)","Dirk","S232","Kempthorne","R","ID"
"Kohl (D-WI)","Herb","S209","Kohl","D","WI"
"Kyl (R-AZ)","Jon","S243","Kyl","R","AZ"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Lott (R-MS)","Trent","S203","Lott","R","MS"
"Lugar (R-IN)","Richard","S105","Lugar","R","IN"
"Mack (R-FL)","Connie","S205","Mack","R","FL"
"McCain (R-AZ)","John","S197","McCain","R","AZ"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Moynihan (D-NY)","Daniel","S113","Moynihan","D","NY"
"Murkowski (R-AK)","Frank","S157","Murkowski","R","AK"
"Murray (D-WA)","Patty","S229","Murray","D","WA"
"Nickles (R-OK)","Don","S158","Nickles","R","OK"
"Packwood (R-OR)","Bob","S075","Packwood","R","OR"
"Pressler (R-SD)","Larry","S141","Pressler","R","SD"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Roth (R-DE)","William","S083","Roth","R","DE"
"Santorum (R-PA)","Rick","S244","Santorum","R","PA"
"Shelby (R-AL)","Richard","S184","Shelby","R","AL"
"Simpson (R-WY)","Alan","S142","Simpson","R","WY"
"Smith (R-NH)","Bob","S216","Smith","R","NH"
"Snowe (R-ME)","Olympia","S245","Snowe","R","ME"
"Specter (R-PA)","Arlen","S161","Specter","R","PA"
"Stevens (R-AK)","Ted","S090","Stevens","R","AK"
"Thomas (R-WY)","Craig","S246","Thomas","R","WY"
"Thompson (R-TN)","Fred","S237","Thompson","R","TN"
"Thurmond (R-SC)","Strom","S096","Thurmond","R","SC"
"Warner (R-VA)","John","S143","Warner","R","VA"
"Campbell (R-CO)","Ben","S225","Campbell","R","CO"
