"display_name","first_name","id","last_name","party","state"
"Akaka (D-HI)","Daniel","S213","Akaka","D","HI"
"Baucus (D-MT)","Max","S127","Baucus","D","MT"
"Bayh (D-IN)","Evan","S264","Bayh","D","IN"
"Biden (D-DE)","Joseph","S010","Biden","D","DE"
"Bingaman (D-NM)","Jeff","S167","Bingaman","D","NM"
"Boxer (D-CA)","Barbara","S223","Boxer","D","CA"
"Breaux (D-LA)","John","S179","Breaux","D","LA"
"Byrd (D-WV)","Robert","S017","Byrd","D","WV"
"Cantwell (D-WA)","Maria","S275","Cantwell","D","WA"
"Carper (D-DE)","Thomas","S277","Carper","D","DE"
"Clinton (D-NY)","Hillary","S278","Clinton","D","NY"
"Conrad (D-ND)","Kent","S201","Conrad","D","ND"
"Corzine (D-NJ)","Jon","S279","Corzine","D","NJ"
"Daschle (D-SD)","Thomas","S185","Daschle","D","SD"
"Dayton (D-MN)","Mark","S280","Dayton","D","MN"
"Dodd (D-CT)","Christopher","S150","Dodd","D","CT"
"Dorgan (D-ND)","Byron","S222","Dorgan","D","ND"
"Durbin (D-IL)","Richard","S253","Durbin","D","IL"
"Edwards (D-NC)","John","S267","Edwards","D","NC"
"Feingold (D-WI)","Russell","S230","Feingold","D","WI"
"Feinstein (D-CA)","Dianne","S221","Feinstein","D","CA"
"Graham (D-FL)","Bob","S199","Graham","D","FL"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Hollings (D-SC)","Ernest","S047","Hollings","D","SC"
"Inouye (D-HI)","Daniel","S051","Inouye","D","HI"
"Jeffords (I-VT)","James","S204","Jeffords","I","VT"
"Johnson (D-SD)","Tim","S257","Johnson","D","SD"
"Landrieu (D-LA)","Mary","S258","Landrieu","D","LA"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Lieberman (D-CT)","Joseph","S210","Lieberman","D","CT"
"Lincoln (D-AR)","Blanche","S269","Lincoln","D","AR"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Miller (D-GA)","Zell","S273","Miller","D","GA"
"Murray (D-WA)","Patty","S229","Murray","D","WA"
"Nelson (D-FL)","Bill","S282","Nelson","D","FL"
"Nelson (D-NE)","E.","S283","Nelson","D","NE"
"Pryor (D-AR)","Mark","S295","Pryor","D","AR"
"Reed (D-RI)","Jack","S259","Reed","D","RI"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Rockefeller (D-WV)","John","S176","Rockefeller","D","WV"
"Sarbanes (D-MD)","Paul","S106","Sarbanes","D","MD"
"Schumer (D-NY)","Charles","S270","Schumer","D","NY"
"Stabenow (D-MI)","Debbie","S284","Stabenow","D","MI"
"Wyden (D-OR)","Ron","S247","Wyden","D","OR"
"Kennedy (D-MA)","Edward","S055","Kennedy","D","MA"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"Kohl (D-WI)","Herb","S209","Kohl","D","WI"
"Alexander (R-TN)","Lamar","S289","Alexander","R","TN"
"Allard (R-CO)","Wayne","S250","Allard","R","CO"
"Allen (R-VA)","George","S274","Allen","R","VA"
"Bennett (R-UT)","Robert","S231","Bennett","R","UT"
"Bond (R-MO)","Christopher","S200","Bond","R","MO"
"Brownback (R-KS)","Sam","S249","Brownback","R","KS"
"Bunning (R-KY)","Jim","S265","Bunning","R","KY"
"Burns (R-MT)","Conrad","S211","Burns","R","MT"
"Campbell (R-CO)","Ben","S225","Campbell","R","CO"
"Chafee (R-RI)","Lincoln","S272","Chafee","R","RI"
"Chambliss (R-GA)","Saxby","S290","Chambliss","R","GA"
"Cochran (R-MS)","Thad","S136","Cochran","R","MS"
"Coleman (R-MN)","Norm","S291","Coleman","R","MN"
"Collins (R-ME)","Susan","S252","Collins","R","ME"
"Cornyn (R-TX)","John","S287","Cornyn","R","TX"
"Craig (R-ID)","Larry","S215","Craig","R","ID"
"Crapo (R-ID)","Michael","S266","Crapo","R","ID"
"DeWine (R-OH)","Mike","S240","DeWine","R","OH"
"Dole (R-NC)","Elizabeth","S292","Dole","R","NC"
"Domenici (R-NM)","Pete","S027","Domenici","R","NM"
"Ensign (R-NV)","John","S281","Ensign","R","NV"
"Enzi (R-WY)","Michael","S254","Enzi","R","WY"
"Fitzgerald (R-IL)","Peter","S268","Fitzgerald","R","IL"
"Frist (R-TN)","Bill","S241","Frist","R","TN"
"Graham (R-SC)","Lindsey","S293","Graham","R","SC"
"Grassley (R-IA)","Chuck","S153","Grassley","R","IA"
"Gregg (R-NH)","Judd","S224","Gregg","R","NH"
"Hagel (R-NE)","Chuck","S255","Hagel","R","NE"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Hutchison (R-TX)","Kay","S235","Hutchison","R","TX"
"Inhofe (R-OK)","James","S236","Inhofe","R","OK"
"Kyl (R-AZ)","Jon","S243","Kyl","R","AZ"
"Lott (R-MS)","Trent","S203","Lott","R","MS"
"Lugar (R-IN)","Richard","S105","Lugar","R","IN"
"McCain (R-AZ)","John","S197","McCain","R","AZ"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Murkowski (R-AK)","Lisa","S288","Murkowski","R","AK"
"Nickles (R-OK)","Don","S158","Nickles","R","OK"
"Roberts (R-KS)","Pat","S260","Roberts","R","KS"
"Santorum (R-PA)","Rick","S244","Santorum","R","PA"
"Sessions (R-AL)","Jeff","S261","Sessions","R","AL"
"Shelby (R-AL)","Richard","S184","Shelby","R","AL"
"Smith (R-OR)","Gordon","S262","Smith","R","OR"
"Snowe (R-ME)","Olympia","S245","Snowe","R","ME"
"Specter (R-PA)","Arlen","S161","Specter","R","PA"
"Stevens (R-AK)","Ted","S090","Stevens","R","AK"
"Sununu (R-NH)","John","S296","Sununu","R","NH"
"Talent (R-MO)","Jim","S286","Talent","R","MO"
"Thomas (R-WY)","Craig","S246","Thomas","R","WY"
"Voinovich (R-OH)","George","S271","Voinovich","R","OH"
"Warner (R-VA)","John","S143","Warner","R","VA"
"Allard (R-CO)","A.","S250","Allard","R","CO"
"Inhofe (R-OK)","Jim","S236","Inhofe","R","OK"
"Reed (D-RI)","John","S259","Reed","D","RI"
"Rockefeller (D-WV)","Jay","S176","Rockefeller","D","WV"
