"display_name","first_name","id","last_name","party","state"
"Crapo (R-ID)","Mike","S266","Crapo","R","ID"
"Cruz (R-TX)","Ted","S355","Cruz","R","TX"
"Flake (R-AZ)","Jeff","S358","Flake","R","AZ"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Heller (R-NV)","Dean","S352","Heller","R","NV"
"Johnson (R-WI)","Ron","S345","Johnson","R","WI"
"Lee (R-UT)","Mike","S346","Lee","R","UT"
"Paul (R-KY)","Rand","S348","Paul","R","KY"
"Risch (R-ID)","James","S323","Risch","R","ID"
"Rubio (R-FL)","Marco","S350","Rubio","R","FL"
"Sanders (I-VT)","Bernie","S313","Sanders","I","VT"
"Scott (R-SC)","Timothy","S365","Scott","R","SC"
"Sessions (R-AL)","Jeff","S261","Sessions","R","AL"
"Shelby (R-AL)","Richard","S184","Shelby","R","AL"
"Toomey (R-PA)","Pat","S351","Toomey","R","PA"
"Vitter (R-LA)","David","S299","Vitter","R","LA"
"Burr (R-NC)","Richard","S300","Burr","R","NC"
"Chambliss (R-GA)","Saxby","S290","Chambliss","R","GA"
"Coats (R-IN)","Dan","S212","Coats","R","IN"
"Coburn (R-OK)","Tom","S301","Coburn","R","OK"
"Graham (R-SC)","Lindsey","S293","Graham","R","SC"
"Landrieu (D-LA)","Mary","S258","Landrieu","D","LA"
"Alexander (R-TN)","Lamar","S289","Alexander","R","TN"
"Ayotte (R-NH)","Kelly","S340","Ayotte","R","NH"
"Baldwin (D-WI)","Tammy","S354","Baldwin","D","WI"
"Barrasso (R-WY)","John","S317","Barrasso","R","WY"
"Baucus (D-MT)","Max","S127","Baucus","D","MT"
"Begich (D-AK)","Mark","S319","Begich","D","AK"
"Bennet (D-CO)","Michael","S330","Bennet","D","CO"
"Blumenthal (D-CT)","Richard","S341","Blumenthal","D","CT"
"Blunt (R-MO)","Roy","S342","Blunt","R","MO"
"Boozman (R-AR)","John","S343","Boozman","R","AR"
"Boxer (D-CA)","Barbara","S223","Boxer","D","CA"
"Brown (D-OH)","Sherrod","S307","Brown","D","OH"
"Cantwell (D-WA)","Maria","S275","Cantwell","D","WA"
"Cardin (D-MD)","Ben","S308","Cardin","D","MD"
"Carper (D-DE)","Thomas","S277","Carper","D","DE"
"Casey (D-PA)","Bob","S309","Casey","D","PA"
"Cochran (R-MS)","Thad","S136","Cochran","R","MS"
"Collins (R-ME)","Susan","S252","Collins","R","ME"
"Coons (D-DE)","Christopher","S337","Coons","D","DE"
"Corker (R-TN)","Bob","S310","Corker","R","TN"
"Cornyn (R-TX)","John","S287","Cornyn","R","TX"
"Donnelly (D-IN)","Joe","S356","Donnelly","D","IN"
"Durbin (D-IL)","Richard","S253","Durbin","D","IL"
"Enzi (R-WY)","Michael","S254","Enzi","R","WY"
"Feinstein (D-CA)","Dianne","S221","Feinstein","D","CA"
"Fischer (R-NE)","Deb","S357","Fischer","R","NE"
"Franken (D-MN)","Al","S332","Franken","D","MN"
"Gillibrand (D-NY)","Kirsten","S331","Gillibrand","D","NY"
"Grassley (R-IA)","Chuck","S153","Grassley","R","IA"
"Hagan (D-NC)","Kay","S320","Hagan","D","NC"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Heinrich (D-NM)","Martin","S359","Heinrich","D","NM"
"Heitkamp (D-ND)","Heidi","S360","Heitkamp","D","ND"
"Hirono (D-HI)","Mazie","S361","Hirono","D","HI"
"Hoeven (R-ND)","John","S344","Hoeven","R","ND"
"Inhofe (R-OK)","Jim","S236","Inhofe","R","OK"
"Isakson (R-GA)","Johnny","S305","Isakson","R","GA"
"Johanns (R-NE)","Mike","S321","Johanns","R","NE"
"Johnson (D-SD)","Tim","S257","Johnson","D","SD"
"Kaine (D-VA)","Timothy","S362","Kaine","D","VA"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"King (I-ME)","Angus","S363","King","I","ME"
"Kirk (R-IL)","Mark","S339","Kirk","R","IL"
"Klobuchar (D-MN)","Amy","S311","Klobuchar","D","MN"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
