"display_name","first_name","id","last_name","party","state"
"Brownback (R-KS)","Samuel","S249","Brownback","R","KS"
"Coburn (R-OK)","Tom","S301","Coburn","R","OK"
"Corker (R-TN)","Bob","S310","Corker","R","TN"
"DeMint (R-SC)","James","S302","DeMint","R","SC"
"Grassley (R-IA)","Charles","S153","Grassley","R","IA"
"Inhofe (R-OK)","Jim","S236","Inhofe","R","OK"
"Isakson (R-GA)","Johnny","S305","Isakson","R","GA"
"Johanns (R-NE)","Mike","S321","Johanns","R","NE"
"McCain (R-AZ)","John","S197","McCain","R","AZ"
"Sessions (R-AL)","Jeff","S261","Sessions","R","AL"
"Shelby (R-AL)","Richard","S184","Shelby","R","AL"
"Thune (R-SD)","John","S303","Thune","R","SD"
"Alexander (R-TN)","Lamar","S289","Alexander","R","TN"
"Biden (D-DE)","Joseph","S010","Biden","D","DE"
"Bond (R-MO)","Christopher","S200","Bond","R","MO"
"Brown (D-OH)","Sherrod","S307","Brown","D","OH"
"Bunning (R-KY)","Jim","S265","Bunning","R","KY"
"Burr (R-NC)","Richard","S300","Burr","R","NC"
"Chambliss (R-GA)","Saxby","S290","Chambliss","R","GA"
"Cornyn (R-TX)","John","S287","Cornyn","R","TX"
"Ensign (R-NV)","John","S281","Ensign","R","NV"
"Graham (R-SC)","Lindsey","S293","Graham","R","SC"
"Gregg (R-NH)","Judd","S224","Gregg","R","NH"
"Hutchison (R-TX)","Kay","S235","Hutchison","R","TX"
"Kennedy (D-MA)","Edward","S055","Kennedy","D","MA"
"Kyl (R-AZ)","Jon","S243","Kyl","R","AZ"
"Martinez (R-FL)","Mel","S304","Martinez","R","FL"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Roberts (R-KS)","Pat","S260","Roberts","R","KS"
"Specter (R-PA)","Arlen","S161","Specter","R","PA"
"Vitter (R-LA)","David","S299","Vitter","R","LA"
"Voinovich (R-OH)","George","S271","Voinovich","R","OH"
"Akaka (D-HI)","Daniel","S213","Akaka","D","HI"
"Barrasso (R-WY)","John","S317","Barrasso","R","WY"
"Baucus (D-MT)","Max","S127","Baucus","D","MT"
"Bayh (D-IN)","Evan","S264","Bayh","D","IN"
"Begich (D-AK)","Mark","S319","Begich","D","AK"
"Bennett (R-UT)","Robert","S231","Bennett","R","UT"
"Bingaman (D-NM)","Jeff","S167","Bingaman","D","NM"
"Boxer (D-CA)","Barbara","S223","Boxer","D","CA"
"Byrd (D-WV)","Robert","S017","Byrd","D","WV"
"Cantwell (D-WA)","Maria","S275","Cantwell","D","WA"
"Cardin (D-MD)","Benjamin","S308","Cardin","D","MD"
"Carper (D-DE)","Thomas","S277","Carper","D","DE"
"Casey (D-PA)","Bob","S309","Casey","D","PA"
"Clinton (D-NY)","Hillary","S278","Clinton","D","NY"
"Cochran (R-MS)","Thad","S136","Cochran","R","MS"
"Collins (R-ME)","Susan","S252","Collins","R","ME"
"Conrad (D-ND)","Kent","S201","Conrad","D","ND"
"Crapo (R-ID)","Mike","S266","Crapo","R","ID"
"Dodd (D-CT)","Christopher","S150","Dodd","D","CT"
"Dorgan (D-ND)","Byron","S222","Dorgan","D","ND"
"Durbin (D-IL)","Richard","S253","Durbin","D","IL"
"Enzi (R-WY)","Michael","S254","Enzi","R","WY"
"Feingold (D-WI)","Russ","S230","Feingold","D","WI"
"Feinstein (D-CA)","Dianne","S221","Feinstein","D","CA"
"Hagan (D-NC)","Kay","S320","Hagan","D","NC"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Inouye (D-HI)","Daniel","S051","Inouye","D","HI"
"Johnson (D-SD)","Tim","S257","Johnson","D","SD"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"Klobuchar (D-MN)","Amy","S311","Klobuchar","D","MN"
"Kohl (D-WI)","Herb","S209","Kohl","D","WI"
"Landrieu (D-LA)","Mary","S258","Landrieu","D","LA"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Lieberman (ID-CT)","Joe","S210","Lieberman","ID","CT"
"Lincoln (D-AR)","Blanche","S269","Lincoln","D","AR"
"Lugar (R-IN)","Richard","S105","Lugar","R","IN"
"McCaskill (D-MO)","Claire","S312","McCaskill","D","MO"
"Menendez (D-NJ)","Robert","S306","Menendez","D","NJ"
"Merkley (D-OR)","Jeff","S322","Merkley","D","OR"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
